Fecha,Región,Calidad,Temperatura_media,Lluvias_mm,Altitud_msnm,pH_suelo,Variedad,Nivel_sombra,Certificación,Precio_anterior,Demanda
2020-01-02 07:00:00,Nariño,1,20.016830164393465,48.02495728231868,1902.5189543789925,6.818615557912653,Castillo,12.162428102332301,Sí,1.1459499818694452,276
2020-01-02 08:00:00,Tolima,2,19.701758316321808,19.64146673940918,944.4156474655495,6.8943419712656056,Typica,85.13569774803524,No,1.1325919777841333,319
2020-01-02 09:00:00,Antioquia,1,19.82801733377786,143.41630025221784,1943.018325365016,6.036653029494062,Bourbon,54.92984156198656,Sí,1.442544982898717,118
2020-01-02 10:00:00,Nariño,1,18.213629326843325,119.24803924051945,2089.6313786900314,6.8031877351162215,Castillo,23.881621274403404,No,1.155117258744633,333
2020-01-02 11:00:00,Caldas,4,24.30436850753393,122.23546933925309,1678.2721971172377,5.617021658426199,Geisha,43.307251036932314,No,1.3917063217538805,314
2020-01-02 12:00:00,Tolima,1,24.994305956729022,54.743835118437225,1830.3441668062555,5.563067465202018,Castillo,40.102945053558166,Sí,0.889892063609261,77
2020-01-02 13:00:00,Tolima,1,23.71565784582556,60.5826464298793,2182.912690629226,6.316016958329951,Bourbon,76.82798215447204,No,1.200493461492131,472
2020-01-02 14:00:00,Nariño,1,20.88817265442933,140.3764892157945,1329.4618639377736,6.468884973681797,Bourbon,19.639588530122907,Sí,1.1765287885146618,279
2020-01-02 15:00:00,Cauca,2,20.47753489277815,145.9370100653001,841.1056985913575,5.537222179893051,Geisha,44.389651461343185,No,0.9090944934994754,439
2020-01-02 16:00:00,Huila,4,23.422777975075075,141.39312969996243,1755.6442657020475,6.679830712689999,Caturra,66.90480619841719,Sí,0.9715839573936141,415
2020-01-02 17:00:00,Cauca,5,21.56961576266555,96.39002730932434,818.6616739008327,7.165511102832783,Castillo,39.85511441867226,No,1.1502396933731391,422
2020-01-02 18:00:00,Tolima,5,24.576204948516285,36.407390504654366,1595.635772873532,6.321020141075587,Bourbon,38.607414528848196,No,1.1648786776434128,154
2020-01-02 19:00:00,Huila,5,19.957057518024264,90.74600251006281,1636.4691064323151,6.9941018046085945,Geisha,37.235065205217374,No,1.4300476408516456,239
2020-01-02 20:00:00,Tolima,5,20.26672590501414,88.36299059035883,1618.3009960350826,5.802249447449313,Geisha,70.96082228406193,No,0.9151420590379733,161
2020-01-02 21:00:00,Tolima,4,24.99177437500688,136.23527404461842,1032.2864633162671,6.5591708602623795,Typica,19.544300863590188,Sí,1.013312823285437,227
2020-01-02 22:00:00,Tolima,1,24.84722334754953,46.75029027765355,907.3465148838816,7.078308903404251,Bourbon,78.53634393072844,Sí,0.9680513371660933,223
2020-01-02 23:00:00,Caldas,5,24.19634228610145,30.101989515762302,2070.841162264892,6.864081554466068,Bourbon,15.670793701794299,No,1.3478182087393553,331
2020-01-03 00:00:00,Huila,1,20.832400813340808,39.871051036242314,1558.2418753223283,7.059302518207866,Bourbon,35.5203293286855,Sí,0.9511355481779284,186
2020-01-03 01:00:00,Caldas,5,23.863289145187196,36.47175644842487,1252.317716668136,6.942270568959515,Typica,41.12369081646318,Sí,1.429120183306778,319
2020-01-03 02:00:00,Huila,2,19.983752422569612,97.25766285006304,1880.443409884686,5.742055859180753,Geisha,41.487094293371776,No,1.45138324937696,188
2020-01-03 03:00:00,Caldas,1,19.78328269527552,121.86494778685415,2090.315991793292,5.705337112374389,Geisha,25.013949166208562,Sí,0.8783856867063436,127
2020-01-03 04:00:00,Caldas,4,21.825063607154615,55.216986357515715,1365.9028000430612,7.451086136346859,Caturra,58.252707502792546,Sí,0.9518119177004591,466
2020-01-03 05:00:00,Caldas,2,24.021840252242903,26.461939588918177,937.627301454546,6.464613393452458,Geisha,46.285771562094524,Sí,1.0690283698159535,217
2020-01-03 06:00:00,Nariño,2,18.682312463281058,51.46374248862238,1769.6632994301115,6.964791332554305,Bourbon,55.405855957091404,Sí,1.4069673585989437,152
2020-01-03 07:00:00,Caldas,4,21.95714121308613,81.98375581226611,2070.538694858919,6.863070702953321,Typica,59.19318422609362,Sí,0.8853429606826755,165
2020-01-03 08:00:00,Cauca,2,22.268168498111542,99.67290566923904,2172.569891599671,5.588588113472889,Caturra,25.306893155223342,No,1.0411577529274534,332
2020-01-03 09:00:00,Cauca,1,22.0585843250744,82.46980011085728,1938.9586505104992,6.4932939679392625,Geisha,83.62330536845545,Sí,1.2909059248922972,89
2020-01-03 10:00:00,Tolima,3,19.52948091840341,38.50954375745857,1175.5033602013,6.542743850351315,Typica,76.40755249148147,No,1.3061774832802424,73
2020-01-03 11:00:00,Antioquia,3,18.44890401327196,137.70281712681873,1301.508333541967,7.117181338268557,Castillo,76.27235629192933,Sí,1.0494859315235718,359
2020-01-03 12:00:00,Caldas,5,24.26494314125389,65.67189068675299,991.4355929815395,7.4243582372923775,Geisha,52.532303009327094,No,1.4742231387148577,448
2020-01-03 13:00:00,Antioquia,5,22.0215868363044,68.84549604589643,1797.8438054666317,6.078860371577223,Typica,75.60430834080431,Sí,1.0467272269416763,412
2020-01-03 14:00:00,Antioquia,1,23.37533103243867,145.10778381252408,1036.9561630160767,5.617700884454649,Bourbon,60.19879853357176,Sí,1.2294591593244522,160
2020-01-03 15:00:00,Tolima,4,20.551059009087258,130.25511756664818,1404.7525274420716,6.450608442394471,Castillo,46.044393188638885,Sí,1.2307593003567814,175
2020-01-03 16:00:00,Antioquia,1,18.297515890094505,120.94037569082025,1544.4578343858445,5.55969505803621,Caturra,70.19684713487467,No,1.3603029295414761,118
2020-01-03 17:00:00,Antioquia,5,19.816957164295516,27.40365241984187,1335.5458065167222,6.270837966827002,Caturra,57.99545642440162,Sí,1.049792000749408,249
2020-01-03 18:00:00,Cauca,2,18.51355961566378,125.71309630363973,1009.5744498476789,6.046521577245442,Bourbon,10.16109102730871,No,1.0872146766221022,122
2020-01-03 19:00:00,Antioquia,1,18.54768875336888,68.29629618527458,1205.7486228050868,5.985950420150839,Typica,89.76022361236065,No,1.0927428823137246,247
2020-01-03 20:00:00,Huila,1,19.501215413796825,31.40906725413053,1685.8710485893935,5.503222047115969,Castillo,44.388081096544134,Sí,0.8410946424877888,193
2020-01-03 21:00:00,Caldas,4,22.435046939924813,148.63229490354422,1817.553122142755,6.001255276991333,Geisha,55.73823799461141,No,1.3128529869117722,375
2020-01-03 22:00:00,Caldas,5,23.724396432789934,25.808139049245575,1660.49055991202,6.13983463602907,Bourbon,42.474871362244315,Sí,1.3380524394969031,469
2020-01-03 23:00:00,Antioquia,1,23.749499216491117,138.2906438961522,2152.0528053306425,7.3220726926524184,Bourbon,18.024191270483428,No,1.3744354832996695,427
2020-01-04 00:00:00,Tolima,2,24.56429570254257,0.07928009003366765,1659.0823623301821,5.676514098668889,Bourbon,76.72080168644383,No,1.3000654812408654,175
2020-01-04 01:00:00,Huila,2,22.594671179100033,65.68770897334852,1115.4753472563789,7.033980929669588,Bourbon,64.60442748276,Sí,1.2147728623583882,475
2020-01-04 02:00:00,Tolima,3,18.139026591099125,4.48439817028719,1487.4740829522327,6.949725825679222,Geisha,76.28126750154553,Sí,1.194973762544146,427
2020-01-04 03:00:00,Tolima,5,20.641817045800188,136.86782125543826,1970.7211269220952,6.152502964309479,Bourbon,48.71569124113678,Sí,1.2505911272259225,325
2020-01-04 04:00:00,Antioquia,2,18.780223128120035,18.883354877127758,1256.1222745559944,7.313967023382482,Caturra,73.33657278760882,No,0.805644115570136,195
2020-01-04 05:00:00,Nariño,4,23.44225323053871,100.96477108334373,1831.8430703715396,6.810621986582781,Caturra,73.81754888067486,Sí,1.113527003969672,385
2020-01-04 06:00:00,Antioquia,5,18.83782373040095,94.68305629229026,1899.2687022804937,5.693995748459299,Bourbon,36.90370137661283,No,0.8277990679238661,318
2020-01-04 07:00:00,Cauca,2,18.741457182028086,116.86026130004004,2107.551312441602,5.908027262723785,Typica,10.325854134664922,No,1.1418620068858747,320
2020-01-04 08:00:00,Nariño,1,18.197460421437725,112.03164679325351,1361.645542185851,6.3022656310681,Caturra,78.78299455319055,No,0.904113939980855,468
2020-01-04 09:00:00,Huila,5,24.688519473938364,4.867328722366803,1163.1939385038263,7.434588236124758,Castillo,24.770659445985046,Sí,0.8065322690204446,251
2020-01-04 10:00:00,Nariño,2,23.499970401121605,58.260094042636304,1511.127559547931,6.028842674513984,Typica,79.49705848998606,No,1.3113259675373892,221
2020-01-04 11:00:00,Antioquia,1,20.3331757238093,48.37845993461916,2191.1566304769995,6.356429164566297,Bourbon,59.463910886176556,Sí,1.2931785870205115,453
2020-01-04 12:00:00,Antioquia,3,20.63507535758392,145.93278953720363,2062.9819592125623,6.621343989486125,Geisha,60.77940132829937,Sí,1.070686542019632,272
2020-01-04 13:00:00,Tolima,5,18.41599900098556,116.23398029488338,1197.537089159651,6.2110327788868505,Typica,29.77746954047945,Sí,0.8458302669451687,193
2020-01-04 14:00:00,Antioquia,5,19.105418482187375,106.19396490332498,1075.4020296827987,6.901948416225903,Castillo,42.20864777665915,No,1.4824477125761444,403
2020-01-04 15:00:00,Cauca,2,20.18015961674189,66.32405800774094,1467.7411340523063,6.8217837929544665,Typica,34.96735357258604,Sí,0.9055780599947196,57
2020-01-04 16:00:00,Antioquia,3,20.71507592112888,133.6452499030202,1032.0843169216944,5.6208129226018455,Caturra,25.22787878588435,No,1.1418241752555573,108
2020-01-04 17:00:00,Caldas,4,22.33983489569175,2.522948042289075,1861.2438207620614,6.357495485783101,Caturra,67.96050411111753,No,0.9904528751053786,448
2020-01-04 18:00:00,Caldas,2,20.452326452715788,34.26580412988685,851.257640691351,7.062165067334862,Geisha,17.667469583381596,Sí,0.8926488166204583,244
2020-01-04 19:00:00,Tolima,2,24.6822035968395,104.25192001424809,1114.6160410910477,6.779823262356351,Typica,50.957353959249126,No,1.1589494718972084,374
2020-01-04 20:00:00,Nariño,4,20.39955946989062,76.2581777101149,825.5091306501037,6.420372685970638,Geisha,52.880673616828595,No,0.93713055012034,419
2020-01-04 21:00:00,Nariño,4,24.591167519775254,80.07109134107007,1117.4335552418006,6.959737835452174,Typica,86.43091788335931,No,1.0525491887566372,464
2020-01-04 22:00:00,Caldas,4,23.109017843245798,62.45174091589636,873.2371518345831,6.840976020098996,Bourbon,79.55136749958731,No,1.2245512755630414,327
2020-01-04 23:00:00,Cauca,4,24.29928278575639,24.96874211760362,1742.973252234469,7.17521988705266,Typica,49.33509988101174,No,1.0707858119181413,190
2020-01-05 00:00:00,Huila,4,22.922100294489,24.933222406504452,1598.3833572889512,5.601992333823338,Typica,77.5345979577075,No,1.1636146525603894,91
2020-01-05 01:00:00,Cauca,1,21.980088259149905,44.172183118738964,1099.4794287413295,6.570559193163495,Bourbon,73.24621600345452,Sí,0.9624062377005851,224
2020-01-05 02:00:00,Caldas,1,21.563579487357764,70.2464462765237,1087.1080571848358,6.820643284647771,Castillo,12.23171528848809,Sí,1.287202841824814,414
2020-01-05 03:00:00,Cauca,4,20.03936720199361,123.6188750754823,1207.670911461066,6.850881100459181,Caturra,83.77096632261453,Sí,1.244183127282581,150
2020-01-05 04:00:00,Huila,3,20.08721790504074,67.02480324777686,1917.4980881331942,7.344876445534576,Typica,65.03238120609478,No,1.2850745479172043,485
2020-01-05 05:00:00,Nariño,3,19.562440908023994,134.66929814172246,1010.7045754419951,6.323233103432294,Geisha,63.756188040628274,Sí,1.0378306351514763,488
2020-01-05 06:00:00,Caldas,4,20.698785802450306,18.077505437128572,970.3811429906177,7.090230291422525,Bourbon,67.07851887724902,Sí,1.458335965054887,162
2020-01-05 07:00:00,Antioquia,1,18.888811056590594,40.76594654158773,1511.2704688517965,7.072068605346872,Castillo,27.980949913424283,No,1.2368247998427542,235
2020-01-05 08:00:00,Huila,3,20.71323545828719,10.57856456938911,2010.9301874456416,6.037725848223779,Caturra,12.333792000040011,No,0.8890564660015676,57
2020-01-05 09:00:00,Huila,1,23.836206228667248,76.50383490153406,1113.7554061764597,6.03659319701676,Caturra,28.54747127387447,Sí,1.482548886948596,72
2020-01-05 10:00:00,Huila,2,24.092046003595083,13.5048442788768,948.7588082127743,7.385690449001319,Geisha,73.56623539520288,No,1.1982297495380902,259
2020-01-05 11:00:00,Nariño,1,22.49981261046522,119.35262173338215,1488.3639870314632,6.148805236758395,Castillo,57.78521332297747,No,1.288890062160322,382
2020-01-05 12:00:00,Cauca,4,19.7976686038717,5.964556042970387,1825.0168347043334,6.328804213690181,Geisha,38.90228819610148,Sí,1.0605624244801044,463
2020-01-05 13:00:00,Tolima,5,19.68244634966504,71.30901387379487,1665.651273396253,6.7079033717276495,Caturra,29.3215411701944,No,1.1095951183516193,475
2020-01-05 14:00:00,Antioquia,4,19.94550233030511,63.09217641971325,1385.4319316147048,6.133140261060113,Typica,73.98652504912863,Sí,1.3127349074057784,283
2020-01-05 15:00:00,Caldas,2,21.5002745821443,30.33492854121162,856.5572781202331,6.823601399811622,Bourbon,46.62953803928151,No,1.4057401620701504,182
2020-01-05 16:00:00,Cauca,1,24.83511135294002,88.0280668690027,1220.8306046898492,6.078882966587935,Bourbon,58.93953655544465,Sí,1.4723292184820926,80
2020-01-05 17:00:00,Huila,3,18.764291408778362,57.914751266428645,2086.951992677654,6.554659848979684,Geisha,11.005671728358797,No,1.4929908896344153,219
2020-01-05 18:00:00,Nariño,4,21.503584661022572,29.695021654910793,1112.007445183349,6.619174518506582,Typica,44.394560852802634,No,1.2166741281646787,168
2020-01-05 19:00:00,Huila,3,22.775710530027144,123.98441954169989,1659.5365011596941,7.101129102139551,Caturra,11.234757219812597,No,0.8612151792759015,136
2020-01-05 20:00:00,Cauca,1,19.719626301790047,99.1043236767557,2070.4198302478335,7.220142051001453,Bourbon,72.99426700817297,No,1.204903629643327,163
2020-01-05 21:00:00,Caldas,2,24.783785933887486,1.8229275815010382,1483.3532596643972,6.863189350554557,Bourbon,29.94011959425867,Sí,0.9430942498045559,423
2020-01-05 22:00:00,Antioquia,4,20.443152101795263,75.27970239672864,1424.7904127645804,6.040022567611719,Geisha,23.369790726649377,No,1.2538371014684087,415
2020-01-05 23:00:00,Huila,3,24.526489280843023,40.69600556342256,997.4895296554871,6.427716319364127,Castillo,84.11152947286394,Sí,1.0349702096838178,90
2020-01-06 00:00:00,Nariño,4,22.181488012315427,137.26683950298278,2172.8562946555535,6.625696719441898,Bourbon,11.440612258229512,Sí,1.1654978359701755,291
2020-01-06 01:00:00,Nariño,4,18.028556028716775,108.83712751059707,1047.3374539883598,6.095653239331979,Geisha,25.825679785904406,No,1.2626558609822691,133
2020-01-06 02:00:00,Tolima,3,20.177784966697395,91.74220454360703,1474.0408596088714,7.380000342228873,Caturra,29.23875914020207,Sí,1.4358202244676779,492
2020-01-06 03:00:00,Nariño,2,18.15084051305372,13.358112175303377,1039.8611739197138,5.717248390882905,Bourbon,75.8243152397205,No,1.3549113142396756,284
2020-01-06 04:00:00,Tolima,4,20.670330110323732,139.59688720912396,1287.7368801880677,7.1669087070038895,Geisha,66.80671003938417,Sí,0.8147946902126977,184
2020-01-06 05:00:00,Antioquia,2,24.52773822022047,21.630186658194734,2037.6123404989391,6.352832973678787,Castillo,87.39267772713468,Sí,0.907103015721674,495
2020-01-06 06:00:00,Caldas,2,23.453119142537176,67.61199606889855,1700.6490047755444,7.391019293488974,Typica,65.58857803802366,No,1.408122935400708,56
2020-01-06 07:00:00,Tolima,1,22.340924915604674,102.15623566711868,813.7819475360332,6.565084456814984,Bourbon,28.90551432840968,No,1.3202565836713132,94
2020-01-06 08:00:00,Huila,3,21.769864307512698,74.21535183634501,2153.4674573457673,6.959417546218113,Geisha,23.34688579144265,Sí,0.9035203617567091,344
2020-01-06 09:00:00,Cauca,1,20.608073462320966,132.3705053892754,1897.4704924442997,6.968962922104408,Typica,70.43245702335152,Sí,1.2122433092726528,451
2020-01-06 10:00:00,Huila,5,19.48077792191512,125.30118931467415,2196.550376314365,6.896007081576572,Castillo,82.07226934791532,Sí,1.2113136147901846,389
2020-01-06 11:00:00,Caldas,1,18.43767442469484,20.305177468607404,1868.013385903217,5.598754859861408,Bourbon,82.93382707588773,No,1.3424454092689615,66
2020-01-06 12:00:00,Nariño,4,19.331026667074248,92.6454390274296,1870.7951208865145,6.744345255128838,Geisha,71.6877328877538,No,1.3693907709707032,457
2020-01-06 13:00:00,Cauca,4,20.46064057911521,7.830472543211931,1779.1303201139453,7.289618833719896,Typica,73.54928771308688,No,1.2717901489118983,106
2020-01-06 14:00:00,Huila,4,21.63993781640697,108.08662591691773,1392.544539848418,7.187015941445247,Caturra,62.98952840922368,No,1.29925565639682,424
2020-01-06 15:00:00,Cauca,5,19.430827269675,110.4031380418027,1240.9233437061582,7.3298943636330725,Caturra,68.86616808179019,No,1.2666835012071205,260
2020-01-06 16:00:00,Tolima,2,24.820300133978854,51.673672446537395,1535.2619373348075,6.388775475965828,Geisha,19.283949290485005,Sí,0.9056920344917324,160
2020-01-06 17:00:00,Caldas,4,18.537951026944032,117.98907260474974,1049.5325965704676,6.40919913676561,Typica,36.33661234931221,Sí,1.279194973367935,321
2020-01-06 18:00:00,Huila,1,18.663542625235426,97.90536763815335,1811.403605649343,7.116374971027494,Caturra,46.64790538654874,Sí,1.1297869999376868,114
2020-01-06 19:00:00,Nariño,2,22.778216533442272,75.60760922671126,2196.246782091875,6.106939497185837,Bourbon,63.14584555076582,Sí,1.4844589362114697,328
2020-01-06 20:00:00,Cauca,1,23.28543104808064,68.29088312297928,1641.308303379637,7.030147955406945,Geisha,43.41453551814058,No,1.2961878841280783,180
2020-01-06 21:00:00,Nariño,1,24.807160283437067,16.371075733237333,1999.0405372152115,6.508802051727626,Castillo,39.999841679131904,No,1.0618925786337972,237
2020-01-06 22:00:00,Cauca,4,21.71310955031687,79.66559689750946,1041.2602751546688,6.0286592471138265,Bourbon,55.08775828312242,Sí,1.4370362409003605,415
2020-01-06 23:00:00,Huila,1,19.161537497835972,23.4149927818613,1955.0986299957272,6.787362631230412,Geisha,41.5543095158681,No,0.961265730868665,470
2020-01-07 00:00:00,Caldas,5,24.565502683398343,98.40456939897922,2070.4067668605685,6.091588940952153,Caturra,15.803273277980514,Sí,1.1271973047160362,348
2020-01-07 01:00:00,Antioquia,2,24.861640753861472,89.20709493691969,1974.4145876589657,6.843556716015386,Castillo,87.55334678548698,No,0.8445390590943467,71
2020-01-07 02:00:00,Huila,4,24.464597353765843,43.57963304815007,1678.1633501362453,6.638614641383265,Bourbon,84.09296450661871,Sí,1.2400985395310933,418
2020-01-07 03:00:00,Nariño,4,24.101593249533515,37.04986195080294,2096.9320771241714,6.944388615877974,Typica,13.120701555641512,Sí,1.190981644959336,230
2020-01-07 04:00:00,Antioquia,1,18.543018732089784,71.40937372786456,2146.0538044628165,6.698121034328256,Castillo,52.334939918955214,No,1.1531241675396442,274
2020-01-07 05:00:00,Caldas,1,23.984111810423435,76.87318710869651,1941.5091041039018,7.016570152782266,Caturra,67.02191750476854,No,0.9446620658796389,385
2020-01-07 06:00:00,Nariño,3,24.672588293046818,119.68879742740341,1565.960489315726,7.492420287321831,Castillo,58.78902659572059,No,1.1460817532615557,279
2020-01-07 07:00:00,Caldas,3,21.866201344900325,45.593700009677654,1969.4187159094688,6.435535411035085,Caturra,38.2709310350626,No,1.1214221795971644,291
2020-01-07 08:00:00,Cauca,4,23.40811469775265,60.51339529359437,1320.716987786507,6.696501757572763,Geisha,74.2620203137822,Sí,0.8152901536436484,350
2020-01-07 09:00:00,Huila,4,22.626269484490102,51.494300980183695,1285.2279931988655,5.70378158753217,Bourbon,59.17977322124866,Sí,0.9136625945685134,424
2020-01-07 10:00:00,Caldas,1,20.016406862040725,59.11752058283715,1287.0704181686895,7.400819866593878,Geisha,29.114424399199432,Sí,1.4313245146569762,473
2020-01-07 11:00:00,Nariño,5,22.112638665558865,85.06452620025695,1078.905530077479,6.692673540748648,Castillo,58.89861739786909,No,1.3522626725261297,127
2020-01-07 12:00:00,Huila,5,24.225614162373947,83.62066857512367,1672.1228088567163,5.705603897271668,Geisha,31.973702500373015,No,0.8839259332011606,225
2020-01-07 13:00:00,Nariño,1,21.47469696391364,54.20135022743355,1726.0694139262405,6.3000233477039185,Bourbon,57.66798786961382,Sí,1.4809048558284579,267
2020-01-07 14:00:00,Nariño,3,22.13101739985588,90.36529262386061,2003.4954654159098,5.662587178798431,Castillo,71.14547293891793,Sí,1.1257163503571836,383
2020-01-07 15:00:00,Antioquia,3,21.7202460748164,92.40670234189555,1772.3150437230963,6.494401623628674,Geisha,34.20352393358188,No,1.3250049142370295,391
2020-01-07 16:00:00,Tolima,5,19.976834141129594,79.03467476168271,1891.9119990233582,6.054104490901746,Geisha,32.601740721542136,Sí,1.179253264758553,284
2020-01-07 17:00:00,Caldas,4,22.50564175921076,67.85425609429137,1764.3649629262495,6.180558193066782,Geisha,68.13619720927177,No,1.3350263118663812,92
2020-01-07 18:00:00,Caldas,1,21.566290255175225,11.690492305289812,1775.8637105461164,5.6381561717539075,Typica,50.669603874943896,No,1.2637040261774455,336
2020-01-07 19:00:00,Antioquia,4,19.627821963437253,81.19020712920275,1276.767815188216,7.024816757819902,Castillo,21.104046429179153,Sí,0.8455783521632161,302
2020-01-07 20:00:00,Cauca,3,24.267647066237565,106.90499857303304,2152.238684563717,7.182253351531399,Bourbon,53.6556337565515,No,1.4394861548506417,64
2020-01-07 21:00:00,Caldas,5,24.6503205575517,32.29907170893427,1694.3072074501529,5.7802708753856935,Castillo,63.05672441512012,No,1.337904128030521,328
2020-01-07 22:00:00,Antioquia,4,18.38760858697243,116.67527490241574,1621.991132051785,7.001304994611617,Castillo,49.305258226760664,Sí,0.9551201709012944,135
2020-01-07 23:00:00,Caldas,3,22.35644129760429,87.96454280581864,1986.1033979186782,5.757138985028159,Geisha,59.93289978674626,Sí,0.9584530227510839,186
2020-01-08 00:00:00,Caldas,3,20.90531983171637,35.628143771726116,1389.338468417201,5.67108360622813,Caturra,39.18834793569869,No,1.280663524479886,137
2020-01-08 01:00:00,Nariño,3,21.681680172041368,24.442690863801353,934.7534941237684,5.728185611088695,Geisha,80.22511589963321,Sí,1.2906516876991714,233
2020-01-08 02:00:00,Antioquia,4,20.616808080424853,36.81021769481928,1136.1436036128812,5.563567811317411,Caturra,29.197155264921264,Sí,0.8609455070300291,400
2020-01-08 03:00:00,Cauca,2,21.320509385115663,113.86291469777865,1931.3283673739602,6.2521492277243915,Typica,32.50762236335325,Sí,1.4335253737785747,306
2020-01-08 04:00:00,Caldas,5,20.264037536667566,37.576781163862194,1824.5401378914491,7.405844011819311,Typica,71.89278673739011,No,1.3228543513241227,215
